chr1	800000	6000000
chr1	6560000	7640000
chr1	7840000	8920000
chr1	9200000	9480000
chr1	9600000	10480000
chr1	10480000	11000000
chr1	11040000	11800000
chr1	12080000	12760000
chr1	13200000	15520000
chr1	15520000	16560000
chr1	16880000	18880000
chr1	18880000	19720000
chr1	19840000	20520000
chr1	20680000	22960000
chr1	22960000	23720000
chr1	24120000	25240000
chr1	25320000	26440000
chr1	26560000	26920000
chr1	26960000	27680000
chr1	28720000	31560000
chr1	33120000	34760000
chr1	35160000	36480000
chr1	36480000	37400000
chr1	37520000	38840000
chr1	39040000	39760000
chr1	40040000	40440000
chr1	40560000	43160000
chr1	43200000	43960000
chr1	44200000	44640000
chr1	44720000	46360000
chr1	46400000	47720000
chr1	47720000	50400000
chr1	50680000	51200000
chr1	51320000	51880000
chr1	52040000	53240000
chr1	53280000	54880000
chr1	55040000	56760000
chr1	56800000	58480000
chr1	58680000	59840000
chr1	59960000	62160000
chr1	62440000	62760000
chr1	62800000	64240000
chr1	64280000	65040000
chr1	65240000	65720000
chr1	65800000	67160000
chr1	67520000	67800000
chr1	67840000	68360000
chr1	68400000	70120000
chr1	70120000	71080000
chr1	71080000	75680000
chr1	75840000	78120000
chr1	78160000	83880000
chr1	83880000	85280000
chr1	85280000	85720000
chr1	86280000	88880000
chr1	88920000	90040000
chr1	90040000	91240000
chr1	91480000	92760000
chr1	92840000	93920000
chr1	93960000	94440000
chr1	94480000	95240000
chr1	95240000	98520000
chr1	98680000	99760000
chr1	99760000	101360000
chr1	101440000	103640000
chr1	104600000	107560000
chr1	107760000	108360000
chr1	108480000	110040000
chr1	110120000	110520000
chr1	110560000	112360000
chr1	112720000	113080000
chr1	113080000	113760000
chr1	113920000	114800000
chr1	115120000	116120000
chr1	116120000	116560000
chr1	116640000	117920000
chr1	118000000	121640000
chr1	124920000	125160000
chr1	143520000	143760000
chr1	145560000	146080000
chr1	146840000	148440000
chr1	149760000	152040000
chr1	152040000	153320000
chr1	153560000	155200000
chr1	155200000	156640000
chr1	157160000	160000000
chr1	160040000	161440000
chr1	161680000	162440000
chr1	162800000	163320000
chr1	163360000	165320000
chr1	165360000	165920000
chr1	165920000	167600000
chr1	168160000	169840000
chr1	169880000	171440000
chr1	171520000	172440000
chr1	172720000	174240000
chr1	174240000	175040000
chr1	175040000	176160000
chr1	176360000	176880000
chr1	176880000	177960000
chr1	177960000	179440000
chr1	179840000	180120000
chr1	180240000	181200000
chr1	181200000	182040000
chr1	182080000	182840000
chr1	182840000	184760000
chr1	184760000	185000000
chr1	185160000	185680000
chr1	185760000	186400000
chr1	186400000	192400000
chr1	192440000	193080000
chr1	193120000	196760000
chr1	196880000	198520000
chr1	198680000	201200000
chr1	201400000	201960000
chr1	202160000	206160000
chr1	206400000	207560000
chr1	207800000	209760000
chr1	210120000	211240000
chr1	211680000	213040000
chr1	213080000	214640000
chr1	214640000	215680000
chr1	215760000	218240000
chr1	218240000	220000000
chr1	220040000	221440000
chr1	221480000	222600000
chr1	222720000	224480000
chr1	224480000	225280000
chr1	225400000	226040000
chr1	226360000	228520000
chr1	228640000	229240000
chr1	229240000	230360000
chr1	230640000	231240000
chr1	231320000	231640000
chr1	231640000	233280000
chr1	233320000	234360000
chr1	234400000	236040000
chr1	236080000	237240000
chr1	237640000	241440000
chr1	241480000	242000000
chr1	242360000	242960000
chr1	243160000	244400000
chr1	244560000	248956422
chr2	0	1840000
chr2	1840000	3680000
chr2	3800000	6840000
chr2	6840000	10720000
chr2	10760000	11480000
chr2	11640000	13040000
chr2	13040000	15600000
chr2	15600000	16760000
chr2	16800000	17680000
chr2	17680000	20320000
chr2	20360000	20640000
chr2	20680000	23760000
chr2	24080000	25600000
chr2	25920000	26760000
chr2	27680000	28520000
chr2	28920000	30120000
chr2	30120000	30720000
chr2	30720000	31840000
chr2	32520000	33600000
chr2	33640000	36320000
chr2	36320000	36760000
chr2	36840000	38800000
chr2	38880000	39760000
chr2	39800000	41840000
chr2	41840000	42480000
chr2	42800000	43640000
chr2	43880000	45600000
chr2	45600000	46920000
chr2	46960000	47400000
chr2	47400000	48520000
chr2	48600000	50480000
chr2	50480000	53760000
chr2	53800000	55640000
chr2	55680000	57600000
chr2	57600000	60720000
chr2	61040000	61840000
chr2	61920000	62440000
chr2	62440000	63600000
chr2	63640000	65600000
chr2	65600000	68080000
chr2	68080000	68960000
chr2	69000000	69360000
chr2	69440000	70280000
chr2	70320000	71000000
chr2	71040000	73280000
chr2	73600000	74600000
chr2	74680000	75640000
chr2	75720000	79880000
chr2	79920000	81240000
chr2	81840000	84440000
chr2	84440000	84920000
chr2	84960000	85360000
chr2	85360000	86920000
chr2	88000000	89280000
chr2	94480000	95800000
chr2	95960000	97120000
chr2	97520000	100400000
chr2	100560000	101240000
chr2	101240000	102480000
chr2	102840000	105000000
chr2	105280000	106600000
chr2	106600000	108680000
chr2	109040000	109760000
chr2	110600000	111720000
chr2	111840000	113400000
chr2	113640000	117800000
chr2	117800000	119200000
chr2	119680000	121760000
chr2	121800000	127040000
chr2	127240000	130440000
chr2	131840000	133880000
chr2	134120000	134920000
chr2	134960000	135760000
chr2	135840000	136400000
chr2	136400000	137840000
chr2	137880000	138920000
chr2	139200000	143000000
chr2	143040000	146560000
chr2	146680000	147920000
chr2	147920000	149000000
