chr1	50000	1225000
chr1	1275000	1450000
chr1	1450000	1650000
chr1	1675000	1850000
chr1	1850000	2000000
chr1	2000000	2325000
chr1	2325000	2600000
chr1	2725000	3350000
chr1	3350000	3825000
chr1	3825000	6050000
chr1	6050000	6300000
chr1	6300000	6725000
chr1	6725000	7725000
chr1	7725000	8025000
chr1	8025000	8425000
chr1	8425000	8925000
chr1	8950000	9300000
chr1	9300000	9650000
chr1	9650000	10500000
chr1	10500000	11075000
chr1	11075000	11875000
chr1	11875000	12150000
chr1	12150000	12300000
chr1	12350000	12950000
chr1	13225000	15450000
chr1	15450000	15850000
chr1	15850000	16100000
chr1	16100000	16400000
chr1	16400000	16875000
chr1	16875000	17125000
chr1	17200000	18925000
chr1	18925000	19200000
chr1	19200000	19575000
chr1	19575000	20200000
chr1	20200000	20850000
chr1	20850000	21000000
chr1	21000000	21525000
chr1	21550000	21700000
chr1	21825000	22350000
chr1	22425000	23000000
chr1	23000000	23300000
chr1	23300000	23625000
chr1	23625000	24275000
chr1	24325000	24725000
chr1	24725000	24975000
chr1	24975000	25175000
chr1	25175000	25550000
chr1	25725000	26150000
chr1	26150000	26350000
chr1	26350000	26800000
chr1	26800000	27225000
chr1	27275000	27625000
chr1	27625000	28000000
chr1	28175000	28325000
chr1	28400000	28550000
chr1	28550000	29075000
chr1	29100000	29550000
chr1	29550000	31150000
chr1	31150000	31425000
chr1	31425000	32075000
chr1	32100000	32275000
chr1	32275000	32650000
chr1	32650000	32900000
chr1	32900000	33350000
chr1	33350000	33575000
chr1	33575000	34100000
chr1	34100000	35225000
chr1	35225000	36025000
chr1	36025000	36275000
chr1	36300000	36550000
chr1	36550000	36900000
chr1	36900000	37900000
chr1	37900000	38450000
chr1	38450000	39275000
chr1	39275000	39550000
chr1	39550000	40050000
chr1	40050000	40225000
chr1	40275000	40525000
chr1	40525000	40925000
chr1	41050000	41475000
chr1	41475000	41925000
chr1	41975000	42575000
chr1	42625000	43225000
chr1	43225000	43600000
chr1	43650000	43925000
chr1	43975000	44175000
chr1	44225000	44525000
chr1	44550000	45175000
chr1	45175000	46075000
chr1	46075000	46825000
chr1	46825000	47200000
chr1	47350000	47575000
chr1	47625000	47850000
chr1	47850000	48725000
chr1	48725000	50825000
chr1	50825000	51675000
chr1	51675000	52250000
chr1	52325000	52500000
chr1	52525000	52800000
chr1	52850000	53700000
chr1	53700000	53900000
chr1	53900000	54225000
chr1	54225000	55525000
chr1	55550000	55750000
chr1	55750000	57225000
chr1	57275000	58650000
chr1	58950000	59125000
chr1	59125000	60325000
chr1	60425000	62600000
chr1	62625000	62900000
chr1	62900000	63275000
chr1	63350000	64025000
chr1	64025000	64725000
chr1	64725000	65500000
chr1	65500000	67000000
chr1	67200000	67675000
chr1	67800000	67975000
chr1	67975000	68300000
chr1	68300000	68850000
chr1	68975000	70275000
chr1	70475000	70975000
chr1	70975000	71550000
chr1	71575000	75200000
chr1	75200000	76300000
chr1	76600000	83650000
chr1	83950000	85400000
chr1	85400000	85750000
chr1	85750000	86700000
chr1	86825000	87575000
chr1	87575000	89350000
chr1	89400000	89925000
chr1	89925000	90250000
chr1	90250000	90500000
chr1	90500000	91750000
chr1	91750000	92450000
chr1	92450000	92775000
chr1	92775000	93300000
chr1	93300000	93550000
chr1	93750000	94375000
chr1	94375000	94950000
chr1	94950000	95300000
chr1	95300000	95750000
chr1	95950000	97425000
chr1	97800000	98575000
chr1	99625000	100175000
chr1	100175000	101375000
chr1	101375000	101850000
chr1	101950000	103800000
chr1	103800000	104175000
chr1	104175000	108300000
chr1	108300000	108700000
chr1	108825000	110050000
chr1	110075000	110575000
chr1	110575000	111050000
chr1	111050000	111325000
chr1	111350000	111575000
chr1	111750000	111975000
chr1	112000000	112900000
chr1	112925000	113175000
chr1	113175000	113625000
chr1	113625000	114500000
chr1	114500000	114850000
