6	291630	351355	 DUSP22
6	391739	411447	 IRF4
6	485133	693117	 EXOC2
6	655939	656963	 HUS1B
6	1080164	1105181	 AL033381.1
6	1312675	1314992	 FOXQ1
6	1390069	1395832	 FOXF2
6	1610681	1614127	 FOXC1
6	1624041	2245926	 GMDS
6	2622147	2634837	 C6orf195
6	2663863	2751200	 MYLK4
6	2765648	2787186	 WRNIP1
6	2832566	2842240	 SERPINB1
6	2887500	2903514	 SERPINB9
6	2948393	2972090	 SERPINB6
6	2988221	3019996	 NQO2
6	3064225	3115421	 RIPK1
6	3118608	3153812	 BPHL
6	3153903	3157760	 TUBB2A
6	3224495	3231964	 TUBB2B
6	3231637	3303607	 PSMG4
6	3269196	3457256	 SLC22A23
6	3722848	3752260	 PXDC1
6	3849620	3851551	 FAM50B
6	3982909	3984372	 C6ORF50
6	4021501	4065217	 PRPF4B
6	4049668	4087578	 FAM217A
6	4079440	4131185	 C6orf201
6	4115923	4135831	 ECI2
6	4706393	4955785	 CDYL
6	4994966	5004297	 RPP40
6	5085720	5087455	 PPP1R3G
6	5102827	5261172	 LYRM4
6	5261277	5771813	 FARS2
6	5998232	6007200	 NRN1
6	6144318	6321246	 F13A1
6	6588341	6655216	 LY86
6	7107830	7252213	 RREB1
6	7268539	7347679	 SSR1
6	7326889	7389976	 CAGE1
6	7389729	7418270	 RIOK1
6	7541808	7586950	 DSP
6	7590432	7612200	 SNRNP48
6	7727030	7881655	 BMP6
6	7881483	8026646	 TXNDC5
6	7881755	8064597	 BLOC1S5-TXNDC5
6	8013800	8064647	 BLOC1S5
6	8015959	8102763	 EEF1E1-BLOC1S5
6	8073593	8102811	 EEF1E1
6	8413301	8435794	 SLC35B3
6	9596343	10211841	 OFCC1
6	10393419	10419892	 TFAP2A
6	10492456	10629601	 GCNT2
6	10633993	10647501	 GCNT6
6	10671651	10695030	 C6orf52
6	10694928	10710015	 PAK1IP1
6	10723148	10731362	 TMEM14C
6	10747992	10852986	 TMEM14B
6	10748027	10979553	 SYCP2L
6	10748027	10930656	 RP11-637O19.3
6	10762956	10838764	 MAK
6	10873456	10882174	 GCM2
6	10980992	11044547	 ELOVL2
6	11094266	11138964	 SMIM13
6	11102722	11111965	 ERVFRD-1
6	11183531	11382581	 NEDD9
6	11537938	11583757	 TMEM170B
6	11712287	11807279	 ADTRP
6	12008995	12165232	 HIVEP1
6	12290596	12297427	 EDN1
6	12717893	13288645	 PHACTR1
6	13266774	13328815	 TBC1D7
6	13358062	13487894	 GFOD1
6	13469513	13486415	 AL583828.1
6	13574816	13614790	 SIRT5
6	13615559	13632971	 NOL7
6	13615728	13621126	 AL441883.1
6	13621730	13711796	 RANBP9
6	13786789	13814800	 MCUR1
6	13924677	13980533	 RNF182
6	14117872	14137149	 CD83
6	15246527	15522252	 JARID2
6	15523032	15663289	 DTNBP1
6	16129356	16148479	 MYLIP
6	16238811	16295780	 GMPR
6	16299343	16761722	 ATXN1
6	17102489	17131603	 STMND1
6	17281577	17294106	 RBM24
6	17393447	17558023	 CAP2
6	17600586	17611950	 FAM8A1
6	17615269	17706656	 NUP153
6	17759414	17987854	 KIF13A
6	18120718	18122851	 NHLRC1
6	18128542	18155305	 TPMT
6	18155560	18224084	 KDM1B
6	18224099	18265054	 DEK
6	18368779	18469105	 RNF144B
6	19837617	19840915	 ID4
6	20100935	20212670	 MBOAT1
6	20402398	20493941	 E2F3
6	20534688	21232635	 CDKAL1
6	21593972	21598847	 SOX4
6	22287480	22297730	 PRL
6	22569678	22571892	 HDGFL1
6	24126350	24155128	 NRSN1
6	24171984	24358280	 DCDC2
6	24357131	24358512	 KAAG1
6	24403153	24425810	 MRS2
6	24424793	24495433	 GPLD1
6	24495080	24537435	 ALDH5A1
6	24544332	24646383	 KIAA0319
6	24650205	24667261	 TDP2
6	24667263	24705293	 ACOT13
6	24705089	24721064	 C6orf62
6	24775159	24786327	 GMNN
6	24797549	24799117	 C6orf229
6	24797601	25042238	 FAM65B
6	25279306	25620758	 LRRC16A
6	25652464	25702011	 SCGN
6	25726291	25726790	 HIST1H2AA
6	25727137	25727573	 HIST1H2BA
6	25754927	25781419	 SLC17A4
6	25783125	25832287	 SLC17A1
6	25833294	25882514	 SLC17A3
6	25912982	25930946	 SLC17A2
6	25963030	25987384	 TRIM38
6	26017260	26018040	 HIST1H1A
6	26020718	26021186	 HIST1H3A
6	26021907	26022278	 HIST1H4A
6	26027124	26027480	 HIST1H4B
6	26031817	26032288	 HIST1H3B
6	26033320	26033796	 HIST1H2AB
6	26043455	26043885	 HIST1H2BB
6	26045639	26046097	 HIST1H3C
6	26055968	26056699	 HIST1H1C
6	26087509	26098571	 HFE
6	26104104	26104518	 HIST1H4C
6	26107640	26108364	 HIST1H1T
6	26115101	26124154	 HIST1H2BC
6	26124373	26139344	 HIST1H2AC
6	26156559	26157343	 HIST1H1E
6	26158349	26171577	 HIST1H2BD
6	26183958	26184454	 HIST1H2BE
6	26188938	26189304	 HIST1H4D
6	26197068	26199521	 HIST1H3D
6	26199079	26199471	 HIST1H2AD
6	26199748	26200942	 HIST1H2BF
6	26204858	26206266	 HIST1H4E
6	26216428	26216872	 HIST1H2BG
6	26217165	26217711	 HIST1H2AE
6	26225383	26225844	 HIST1H3E
6	26234440	26235216	 HIST1H1D
6	26240561	26240976	 HIST1H4F
6	26246886	26247259	 HIST1H4G
6	26250370	26250835	 HIST1H3F
6	26251879	26252303	 HIST1H2BH
6	26271146	26271612	 HIST1H3G
6	26273144	26273622	 HIST1H2BI
6	26281283	26285762	 HIST1H4H
6	26365387	26378546	 BTN3A2
6	26383324	26395102	 BTN2A2
6	26402465	26415444	 BTN3A1
6	26440700	26453643	 BTN3A3
6	26458150	26476849	 BTN2A1
6	26501449	26510650	 BTN1A1
6	26538633	26546482	 HMGN4
6	26597180	26600278	 ABT1
6	26636518	26659980	 ZNF322
6	27093676	27100541	 HIST1H2BJ
6	27100832	27103070	 HIST1H2AG
6	27106073	27114619	 HIST1H2BK
6	27107076	27108418	 HIST1H4I
6	27114861	27115317	 HIST1H2AH
6	27215480	27224403	 PRSS16
6	27253682	27279949	 POM121L2
6	27342394	27371683	 ZNF391
6	27418522	27440897	 ZNF184
6	27775257	27775709	 HIST1H2BL
6	27775899	27776429	 HIST1H2AI
6	27777842	27778314	 HIST1H3H
6	27782112	27782607	 HIST1H2AJ
6	27782822	27783267	 HIST1H2BM
6	27791884	27792257	 HIST1H4J
6	27798952	27799305	 HIST1H4K
6	27805658	27806117	 HIST1H2AK
6	27806323	27823487	 HIST1H2BN
6	27833034	27833606	 HIST1H2AL
6	27834570	27835359	 HIST1H1B
6	27839623	27840099	 HIST1H3I
6	27840926	27841289	 HIST1H4L
6	27858093	27860884	 HIST1H3J
6	27860477	27860963	 HIST1H2AM
6	27861203	27861669	 HIST1H2BO
6	27878963	27880174	 OR2B2
6	27925019	27925960	 OR2B6
6	28048753	28057341	 ZNF165
6	28092338	28097860	 ZSCAN16
6	28109688	28127250	 ZKSCAN8
6	28192664	28201260	 ZSCAN9
6	28212401	28227011	 ZKSCAN4
6	28227098	28228736	 NKAPL
6	28249314	28270326	 PGBD1
6	28292470	28324048	 ZSCAN31
6	28317691	28336947	 ZKSCAN3
6	28346732	28367511	 ZSCAN12
6	28399707	28411279	 ZSCAN23
6	28471073	28495992	 GPX6
6	28493702	28502729	 GPX5
6	28539407	28583989	 SCAND3
6	28870779	28891766	 TRIM27
6	28911654	28912314	 C6orf100
6	28962562	28973093	 ZNF311
6	29011990	29013017	 OR2W1
6	29053985	29055090	 OR2B3
6	29068386	29069658	 OR2J1
6	29079668	29080603	 OR2J3
6	29141311	29142351	 OR2J2
6	29274403	29275519	 OR14J1
6	29323007	29399744	 OR5V1
6	29341200	29343068	 OR12D3
6	29364416	29365448	 OR12D2
6	29393281	29424848	 OR11A1
6	29407083	29408731	 OR10C1
6	29424958	29432105	 OR2H1
6	29454474	29455738	 MAS1L
6	29523292	29527702	 UBD
6	29523406	29601753	 GABBR1
6	29555683	29556745	 OR2H2
6	29624758	29640149	 MOG
6	29640169	29648887	 ZFP57
6	29690552	29706305	 HLA-F
6	29794744	29798902	 HLA-G
6	29909037	29913661	 HLA-A
6	30026676	30032686	 ZNRD1
6	30034486	30038110	 PPP1R11
6	30038043	30043664	 RNF39
6	30070674	30080883	 TRIM31
6	30103885	30116512	 TRIM40
6	30119722	30128711	 TRIM10
6	30130993	30140473	 TRIM15
6	30152232	30181204	 TRIM26
6	30294256	30311506	 TRIM39
6	30297359	30314631	 TRIM39-RPP21
6	30312908	30314661	 RPP21
6	30457244	30461982	 HLA-E
6	30509154	30524951	 GNL1
6	30524663	30531500	 PRR3
6	30539153	30564956	 ABCF1
6	30568177	30586389	 PPP1R10
6	30585486	30594172	 MRPS18B
6	30594619	30614600	 ATAT1
6	30614816	30620987	 C6orf136
6	30620896	30640814	 DHX16
6	30644166	30655672	 PPP1R18
6	30655824	30659197	 NRM
6	30667584	30685666	 MDC1
6	30687978	30693203	 TUBB
6	30695486	30710510	 FLOT1
6	30710976	30712331	 IER3
6	30844198	30867933	 DDR1
6	30875961	30881883	 GTF2H4
6	30876019	30894236	 VARS2
6	30899130	30899952	 SFTA2
6	30908749	30921998	 DPCR1
6	30951495	30957680	 MUC21
6	30978251	31003179	 MUC22
6	31079000	31080336	 C6orf15
6	31082527	31107869	 PSORS1C1
6	31082867	31088223	 CDSN
6	31105313	31107127	 PSORS1C2
6	31110216	31126015	 CCHCR1
6	31126319	31134936	 TCF19
6	31132119	31148508	 POU5F1
6	31165537	31171745	 HCG27
6	31236526	31239907	 HLA-C
6	31321649	31324965	 HLA-B
6	31371356	31383092	 MICA
6	31462658	31478901	 MICB
6	31496494	31498009	 MCCD1
6	31497996	31514385	 ATP6V1G2-DDX39B
6	31497996	31510225	 DDX39B
6	31512239	31516204	 ATP6V1G2
6	31514647	31526606	 NFKBIL1
6	31539831	31542101	 LTA
6	31543344	31546113	 TNF
6	31548302	31550299	 LTB
6	31553901	31556686	 LST1
6	31556672	31560762	 NCR3
6	31582961	31584798	 AIF1
6	31588497	31605548	 PRRC2A
6	31606805	31620482	 BAG6
6	31620193	31625987	 APOM
6	31626075	31628549	 C6orf47
6	31629006	31634060	 GPANK1
6	31633013	31638120	 CSNK2B
6	31633879	31641323	 CSNK2B-LY6G5B-1181
6	31637944	31641553	 LY6G5B
6	31644461	31651817	 LY6G5C
6	31654726	31671221	 ABHD16A
6	31654739	31681849	 XXbac-BPG32J3.20
6	31674640	31685581	 LY6G6F
6	31674681	31685695	 MEGT1
6	31679548	31681842	 LY6G6E
6	31683133	31685581	 LY6G6D
6	31686371	31694491	 C6orf25
6	31686425	31689622	 LY6G6C
6	31694815	31698394	 DDAH2
6	31698358	31707540	 CLIC1
6	31707725	31732622	 MSH5
6	31707797	31732628	 MSH5-SAPCD1
6	31730576	31732628	 SAPCD1
6	31733367	31745108	 VWA7
6	31745295	31763730	 VARS
6	31765173	31774761	 LSM2
6	31777396	31783437	 HSPA1L
6	31783291	31785723	 HSPA1A
6	31795512	31798031	 HSPA1B
6	31802385	31807541	 C6orf48
6	31825436	31830683	 NEU1
6	31830969	31846823	 SLC44A4
6	31847536	31865464	 EHMT2
6	31865562	31913449	 C2
6	31867384	31869769	 ZBTB12
6	31895475	31919861	 CFB
6	31895475	31919825	 CFB
6	31919864	31926887	 NELFE
6	31926857	31937532	 SKIV2L
6	31937587	31940069	 DXO
6	31938868	31950598	 STK19
6	31949801	31970458	 C4A
6	31973945	31974881	 AL645922.1
6	31982539	32003195	 C4B
6	32006042	32009447	 CYP21A2
6	32008931	32083111	 TNXB
6	32065953	32096030	 ATF6B
6	32096484	32098068	 FKBPL
6	32116136	32122150	 PRRT1
6	32121218	32134011	 PPT2
6	32121622	32139755	 PPT2-EGFL8
6	32132360	32136058	 EGFL8
6	32135989	32145873	 AGPAT1
6	32146131	32151930	 RNF5
6	32148745	32152101	 AGER
6	32152512	32157963	 PBX2
6	32158543	32163300	 GPSM3
6	32162620	32191844	 NOTCH4
6	32256303	32339684	 C6orf10
6	32361740	32374905	 BTNL2
6	32407619	32412823	 HLA-DRA
6	32485120	32498064	 HLA-DRB5
6	32546546	32557625	 HLA-DRB1
6	32595956	32614839	 HLA-DQA1
6	32627244	32636160	 HLA-DQB1
6	32709119	32714992	 HLA-DQA2
6	32723875	32731311	 HLA-DQB2
6	32780540	32784825	 HLA-DOB
6	32781544	32806599	 TAP2
6	32789610	32806557	 TAP2
6	32808494	32812480	 PSMB8
6	32811913	32827362	 PSMB9
6	32812986	32821755	 TAP1
6	32902406	32908847	 HLA-DMB
6	32905141	32920899	 XXbac-BPG181M17.5
6	32916390	32936871	 HLA-DMA
6	32936437	32949282	 BRD2
6	32971955	32977389	 HLA-DOA
6	33032346	33048552	 HLA-DPA1
6	33043703	33054978	 HLA-DPB1
6	33130458	33160276	 COL11A2
6	33161365	33168630	 RXRB
6	33168222	33172216	 SLC39A7
6	33172419	33174608	 HSD17B8
6	33176272	33180499	 RING1
6	33218049	33239824	 VPS52
6	33239787	33244287	 RPS18
6	33244917	33252609	 B3GALT4
6	33246885	33257304	 WDR46
6	33257079	33266178	 PFDN6
6	33259431	33267101	 RGL2
6	33267471	33282164	 TAPBP
6	33282183	33285719	 ZBTB22
6	33286335	33297046	 DAXX
6	33359313	33377701	 KIFC1
6	33378176	33384230	 PHF1
6	33384219	33386094	 CUTA
6	33387847	33421466	 SYNGAP1
6	33422356	33425325	 ZBTB9
6	33540329	33548019	 BAK1
6	33551515	33556803	 GGNBP1
6	33588142	33664351	 ITPR3
6	33662070	33679504	 UQCC2
6	33663196	33663474	 SBP1
6	33689444	33714762	 IP6K3
6	33738979	33756913	 LEMD2
6	33762450	33771788	 MLN
6	33989628	34123399	 GRM4
6	34204650	34214008	 HMGA1
6	34214157	34217247	 C6orf1
6	34247456	34360451	 NUDT3
6	34256547	34393825	 RPS10-NUDT3
6	34385231	34393902	 RPS10
6	34433916	34503006	 PACSIN1
6	34505579	34524110	 SPDEF
6	34555065	34664636	 C6orf106
6	34725183	34741571	 SNRPC
6	34759857	34850915	 UHRF1BP1
6	34845555	34855866	 TAF11
6	34857042	35059179	 ANKS1A
6	35085848	35116387	 TCP11
6	35182190	35220856	 SCUBE3
6	35226686	35263762	 ZNF76
6	35265595	35289548	 DEF6
6	35310335	35395968	 PPARD
6	35420138	35434880	 FANCE
6	35436185	35438562	 RPL10A
6	35441374	35464853	 TEAD3
6	35465651	35480715	 TULP1
6	35541362	35696360	 FKBP5
6	35704809	35716856	 ARMC12
6	35744371	35747329	 CLPSL2
6	35748794	35761452	 CLPSL1
6	35762759	35765088	 CLPS
6	35773070	35801651	 LHFPL5
6	35800743	35889119	 SRPK1
6	35911291	35992645	 SLC26A8
6	35995488	36079013	 MAPK14
6	36095586	36107842	 MAPK13
6	36164521	36200567	 BRPF3
6	36210980	36276372	 PNPLA1
6	36283534	36304662	 C6orf222
6	36322419	36356164	 ETV7
6	36358328	36410666	 PXT1
6	36410544	36458920	 KCTD20
6	36461669	36515247	 STK38
6	36562145	36573377	 SRSF3
6	36644305	36655116	 CDKN1A
6	36683256	36699870	 RAB44
6	36708552	36807778	 CPNE5
6	36822603	36842800	 PPIL1
6	36839646	36896740	 C6orf89
6	36922209	36932613	 PI16
6	36935917	36954074	 MTCH1
6	36973422	36996846	 FGD2
6	37012607	37013177	 COX6A1P2
6	37137979	37143202	 PIM1
6	37179956	37225931	 TMEM217
6	37225548	37300746	 TBC1D22B
6	37321748	37362514	 RNF8
6	37400995	37450603	 CMTR1
6	37450696	37467698	 CCDC167
6	37600284	37667082	 MDGA1
6	37787275	38122400	 ZFAND3
6	38136227	38607924	 BTBD9
6	38643701	38670917	 GLO1
6	38683117	38998301	 DNAH8
6	39016574	39055519	 GLP1R
6	39071840	39082965	 SAYSD1
6	39156749	39197226	 KCNK5
6	39266777	39282329	 KCNK17
6	39282474	39290744	 KCNK16
6	39297766	39693181	 KIF6
6	39760142	39872648	 DAAM2
6	39867354	39902290	 MOCS1
6	40359325	40555204	 LRFN2
6	40994772	41006928	 UNC5CL
6	41001366	41065526	 OARD1
6	41010293	41012076	 TSPO2
6	41021043	41032250	 APOBEC2
6	41040684	41067715	 NFYA
6	41117080	41122075	 TREML1
6	41126244	41130924	 TREM2
6	41158015	41168932	 TREML2
6	41196062	41206620	 TREML4
6	41235664	41254457	 TREM1
6	41303393	41318625	 NCR2
6	41514164	41570122	 FOXP4
6	41604620	41621984	 MDFI
6	41651716	41703997	 TFEB
6	41653964	41654127	 AL035588.1
6	41704449	41721847	 PGC
6	41737914	41754280	 FRS3
6	41748087	41757879	 PRICKLE4
6	41755400	41757636	 TOMM6
6	41757634	41863099	 USP49
6	41873092	41888877	 MED20
6	41888926	41900784	 BYSL
6	41902671	42018095	 CCND3
6	42018251	42055199	 TAF8
6	42068856	42110357	 C6orf132
6	42123144	42147794	 GUCA1A
6	42123279	42131156	 RP1-139D8.6
6	42152139	42162654	 GUCA1B
6	42174539	42185603	 MRPS10
6	42192669	42419789	 TRERF1
6	42531800	42661242	 UBR2
6	42664340	42690312	 PRPH2
6	42712219	42714558	 TBCC
6	42749765	42836298	 GLTSCR1L
6	42847356	42857663	 RPL7L1
6	42858005	42858554	 C6orf226
6	42883727	42893573	 PTCRA
6	42896938	42907025	 CNPY3
6	42928496	42931618	 GNMT
6	42931608	42946958	 PEX6
6	42952237	42980080	 PPP2R5D
6	42979832	42981706	 MEA1
6	42981951	42989036	 KLHDC3
6	42989383	43001894	 RRP36
6	43005355	43021683	 CUL7
6	43008515	43042837	 KLC4
6	43021767	43027544	 MRPL2
6	43044006	43129457	 PTK7
6	43139037	43149243	 SRF
6	43149913	43192325	 CUL9
6	43193367	43197222	 DNPH1
6	43211418	43255997	 TTBK1
6	43263432	43273276	 SLC22A7
6	43267448	43276535	 CRIP3
6	43274872	43337216	 ZNF318
6	43395104	43418168	 ABCC10
6	43418090	43424370	 DLK2
6	43445261	43474294	 TJAP1
6	43474707	43478424	 LRRC73
6	43477440	43497323	 POLR1C
6	43479565	43484728	 YIPF3
6	43490072	43543812	 XPO5
6	43543887	43586701	 POLH
6	43573053	43596899	 GTPBP2
6	43597277	43608689	 MAD2L1BP
6	43612783	43640336	 RSPH9
6	43639040	43655528	 MRPS18A
6	43737921	43754224	 VEGFA
6	43968317	43973695	 C6orf223
6	44081194	44095194	 MRPL14
6	44094651	44123256	 TMEM63B
6	44126548	44152139	 CAPN11
6	44187242	44201888	 SLC29A1
6	44214824	44221620	 HSP90AB1
6	44221833	44225291	 SLC35B2
6	44225903	44233500	 NFKBIE
6	44238203	44275243	 TMEM151B
6	44240931	44346694	 RP11-444E17.6
6	44246480	44265458	 TCTE1
6	44267391	44281063	 AARS2
6	44310397	44344904	 SPATS1
